X,Y,ORIG_FID,label
865.2242453,988.8116969,0,
877.217764,988.8116969,0,
877.217764,988.8116969,1,
877.2177905,986.9686675,1,
877.217764,988.8116969,2,
896.7258811,988.8116969,2,
901.574064,995.5685668,3,
905.0595473,995.5737151,3,L3a
890.3014849,1003.48389,4,S3a
890.3014849,1001.818092,4,
890.3014849,1001.818092,5,
901.574064,1001.818092,5,
901.574064,1001.818092,6,
909.108739,1001.818092,6,
921.9945171,1001.818092,7,
921.9945171,1008.641684,7,
901.574064,988.8116969,8,
906.0375528,988.8116969,8,
906.0375528,988.8116969,9,
928.1545545,988.8116969,9,
928.1545545,988.8116969,10,
949.343481,988.8116969,10,
921.9945171,1001.818092,11,
937.8552037,1001.818092,11,
937.8552037,1001.818092,12,
937.8552037,1004.081061,12,
937.8552037,1001.818092,13,
945.8671753,1001.818092,13,
945.8671753,1001.818092,14,
945.8671753,1003.90147,14,
945.8671753,1001.818092,15,
949.343481,1001.818092,15,
949.343481,1001.818092,16,
955.9600629,1001.818092,16,
955.8439897,988.8116969,17,
949.343481,988.8116969,17,
957.7286438,1009.304764,18,L3b
955.9600629,1009.304764,18,
955.9600629,1001.818092,19,
969.8644579,1001.818092,19,
976.736724,1001.818092,20,
987.6861721,1001.818092,20,
971.1136769,988.8116969,21,
987.6861721,988.8116969,21,
987.6861721,988.8116969,22,
987.6861721,987.0900911,22,
995.0811657,988.8116969,23,
1001.440593,988.8116969,23,
1001.440593,988.8116969,24,
1001.440593,996.2002016,24,
1001.440593,996.2002016,25,
1003.251153,996.2002016,25,L3e
994.5633826,1001.818092,26,
1001.440593,1001.818092,26,
949.343481,992.7362711,27,
949.343481,1001.818092,27,
955.8439897,988.8116969,28,
971.1136769,988.8116969,28,
1001.440593,988.8116969,29,
1011.108539,988.8116969,29,
1011.108539,996.1757836,30,
1009.186683,996.1757836,30,L3f
1001.440593,1001.818092,31,
1011.108539,1001.818111,31,
1011.108539,1001.818111,32,
1011.108539,996.1757836,32,
1011.108539,1001.818097,33,
1025.115413,1001.818097,33,
1025.115413,1001.818097,34,
1025.115413,988.8116969,34,
1018.156024,988.8116969,35,
1011.108539,988.8116969,35,
1018.156024,995.2189557,36,
1019.897314,995.2189557,36,L3g
1018.156024,995.2189557,37,
1018.156024,988.8116969,37,
1018.156024,988.8116969,38,
1025.115413,988.8116969,38,
1025.115413,988.8116969,39,
1032.47468,988.8116969,39,
1032.47468,988.8116969,40,
1032.47468,995.3049554,40,
1032.47468,988.8116969,41,
1038.240028,988.8116969,41,
1038.240028,988.8116969,42,
1038.240028,995.6563499,42,
1038.240028,988.8116969,43,
1044.397804,988.8116969,43,
1044.397804,996.6835929,44,
1046.530809,996.6835929,44,L3j
1044.397804,988.8116969,45,
1050.599013,988.8116969,45,
987.6861721,1001.818092,46,
987.6861721,988.8116969,46,
1038.240028,995.6563499,47,
1037.074044,995.6563499,47,L3i
1032.47468,995.3049554,48,
1030.371713,995.3049554,48,L3h
901.574064,1001.818092,49,
901.574064,1003.778986,49,
896.7258811,988.8116969,50,
896.7258811,987.0133796,50,
906.0375528,988.8116969,51,
906.0375528,986.9821991,51,
921.9945171,1001.818092,52,
928.1545545,988.8116969,52,
969.8644579,1001.818092,53,
969.8644579,1003.782794,53,
896.7258811,988.8116969,54,
901.574064,988.8116969,54,
901.574064,995.5685668,55,
901.574064,1001.818092,55,
969.8644579,1001.818092,56,
976.736724,1001.818092,56,
955.8439897,988.8116969,57,
955.8439897,986.9048548,57,
1025.115413,1001.818097,58,
1025.115413,1004.190124,58,
987.6861721,1001.818092,59,
994.5633826,1001.818092,59,
994.5633826,1001.818092,60,
994.5633826,1004.164289,60,
995.0811657,988.8116969,61,
995.0811657,996.1437782,61,L3d
995.0811657,988.8116969,62,
987.6861721,988.8116969,62,
1018.156024,988.8116969,63,
1018.156024,983.1660532,63,L3c
1018.156024,983.1660532,64,L3c
1016.797108,983.1660532,64,
1032.47468,988.8116969,65,
1032.47468,983.3335418,65,
1032.47468,983.3335418,66,
1033.687366,983.3335418,66,L3l
949.343481,992.7362711,67,
953.8556466,992.7362711,67,E3b
949.343481,992.7362711,68,
949.343481,988.8116969,68,
901.574064,992.1901319,69,
897.431971,992.1901319,69,S3b
955.9600629,1006.390981,70,
953.8511203,1006.390981,70,S3c
1001.440593,997.5566568,71,
1000,997.5566568,71,S3d
1011.108539,993.5907548,72,
1013.481547,993.5907548,72,S3e
1044.397804,992.7476449,73,
1050.13994,992.7476449,73,
1050.13994,992.7476449,74,
1050.13994,996.7544538,74,
1050.13994,996.7544538,75,
1050.700855,996.7544538,75,S3f
1044.397804,995.8699473,76,
1042.792449,995.8699473,76,
909.108739,1001.818092,77,
909.108739,1003.841505,77,
966.5538735,992.7362711,78,
972.8590265,992.8487799,78,
1050.13994,992.7476449,79,
1054.743384,992.7476449,79,
1054.743384,992.7476449,80,
